time,smaller,larger,outer,inner,updates
14.638,31481,70331,70331,1887,1461
75.454,31481,157804,157804,1962,1962
35.231,31481,47322,47322,330,330
1987.59,330,65017673,60907741,1552,0
193.05,39794,1411356,1411356,53831,26069
14.744,39794,70331,70331,2512,1430
77.825,39794,157804,157804,3304,3304
36.061,39794,47322,47322,407,407
2001.78,407,65020977,60910981,1280,0
190.21,22558,1411356,1411356,32934,18837
14.035,22558,70331,70331,1789,662
76.809,22558,157804,157804,1769,1769
35.609,22558,47322,47322,291,291
2006.37,291,65022746,60912430,1239,0
188.445,18694,1411356,1411356,27605,14206
13.962,18694,70331,70331,1701,1460
74.275,18694,157804,157804,540,540
35.248,18694,47322,47322,41,41
1987.12,41,65023286,60912953,67,0
182.051,14073,1411356,1411356,18343,8701
13.424,14073,70331,70331,565,532
73.885,14073,157804,157804,1645,1645
35.071,14073,47322,47322,175,175
1975.81,175,65024931,60914208,842,0
179.282,9087,1411356,1411356,12930,6742
13.697,9087,70331,70331,748,564
72.488,9087,157804,157804,1273,1273
34.595,9087,47322,47322,333,333
2023.92,333,65026204,60915429,3247,0
186.993,7086,1411356,1411356,14019,9472
14.024,7086,70331,70331,1442,412
75.29,7086,157804,157804,1096,1096
34.45,7086,47322,47322,119,119
2010.89,119,65027300,60916332,642,0
176.4,9667,1411356,1411356,11374,6692
13.073,9667,70331,70331,1664,8
71.584,9667,157804,157804,343,343
34.352,9667,47322,47322,35,35
2011.38,35,65027643,60916671,327,0
176.123,5117,1411356,1411356,5979,4109
13.169,5117,70331,70331,11,11
72.887,5117,157804,157804,480,480
35.012,5117,47322,47322,56,56
2005.48,56,65028123,60917151,952,0
172.894,3944,1411356,1411356,8589,3002
12.863,3944,70331,70331,0,0
71.22,3944,157804,157804,133,133
33.932,3944,47322,47322,11,11
1996.18,11,65028256,60917284,187,0
172.093,2354,1411356,1411356,3239,1970
12.871,2354,70331,70331,6,6
70.578,2354,157804,157804,11,11
33.791,2354,47322,47322,0,0
170.91,1950,1411356,1411356,3578,1295
13.518,1950,70331,70331,6,6
70.787,1950,157804,157804,7,7
33.805,1950,47322,47322,0,0
170.944,1104,1411356,1411356,2111,1791
13.051,1104,70331,70331,41,41
71.384,1104,157804,157804,114,114
33.818,1104,47322,47322,0,0
169.88,1821,1411356,1411356,3428,1143
12.754,1821,70331,70331,0,0
70.807,1821,157804,157804,6,6
33.965,1821,47322,47322,0,0
170.116,1143,1411356,1411356,1184,957
12.989,1143,70331,70331,6,6
70.315,1143,157804,157804,0,0
33.849,1143,47322,47322,0,0
169.512,961,1411356,1411356,1174,289
12.91,961,70331,70331,33,33
70.973,961,157804,157804,2,2
33.842,961,47322,47322,0,0
171.118,322,1411356,1411356,435,303
12.86,322,70331,70331,8,8
70.937,322,157804,157804,11,11
33.81,322,47322,47322,0,0
168.819,311,1411356,1411356,326,121
12.88,311,70331,70331,44,44
70.66,311,157804,157804,6,6
33.767,311,47322,47322,0,0
171.581,165,1411356,1411356,189,124
12.812,165,70331,70331,0,0
70.5,165,157804,157804,35,35
33.816,165,47322,47322,0,0
168.787,122,1411356,1411356,144,85
12.957,122,70331,70331,0,0
70.716,122,157804,157804,0,0
33.756,122,47322,47322,0,0
170.022,74,1411356,1411356,86,46
12.769,74,70331,70331,0,0
70.759,74,157804,157804,0,0
33.799,74,47322,47322,0,0
168.577,46,1411356,1411356,112,13
12.791,46,70331,70331,0,0
70.811,46,157804,157804,0,0
34.177,46,47322,47322,0,0
164.58,13,1411356,1411356,11,11
12.605,13,70331,70331,0,0
69.889,13,157804,157804,2,2
33.636,13,47322,47322,0,0
164.728,11,1411356,1411356,0,0
12.659,11,70331,70331,0,0
70.143,11,157804,157804,11,11
33.652,11,47322,47322,0,0
1905.05,10759378,15189575,14295133,14020923,489747
1124.01,3290,1567557668,3290,1972292,1317651
782.941,1286157,1411356,1411356,1114591,687193
34.19,72683,1286157,72683,100,51
80.415,157804,1286157,157804,104,104
36.432,47322,1286157,47322,9,9
1993.89,9,65028565,60917593,14,14
510.218,373576,1411356,1411356,287322,144193
32.86,72690,373576,72690,124,22
81.326,157804,373576,157804,810,810
36.358,47322,373576,47322,4,4
1990.46,4,65029375,60918403,11,7
481.615,143984,1411356,1411356,143494,143217
32.567,72697,143984,72697,101,101
83.659,143984,157804,157804,1023,1023
36.856,47322,143984,47322,60,60
1991.81,60,65030398,60919424,273,199
470.647,143218,1411356,1411356,143472,114754
32.373,72728,143218,72728,6,6
82.942,143218,157804,157804,63,63
37.422,47322,143218,47322,4,4
2002.75,4,65030461,60919487,49,43
469.357,114751,1411356,1411356,114477,114227
33.512,72771,114751,72771,203,203
82.73,114751,157804,157804,955,955
36.695,47322,114751,47322,139,139
1999.54,139,65031416,60920442,729,22
179.548,114418,1411356,1411356,86138,828
14.323,72777,114418,72777,32,32
77.699,114418,157804,157804,352,352
36.758,47322,114418,47322,0,0
181.147,854,1411356,1411356,664,489
14.273,854,72777,72777,33,33
79.13,854,157804,157804,191,191
36.965,854,47322,47322,16,16
2005.76,16,65031959,60920985,100,6
172.763,511,1411356,1411356,530,493
13.93,511,72780,72780,0,0
76.986,511,157804,157804,51,51
36.283,511,47322,47322,0,0
172.805,481,1411356,1411356,613,342
13.818,481,72780,72780,0,0
77.439,481,157804,157804,158,158
36.523,481,47322,47322,15,15
1995.69,15,65032168,60921194,77,12
172.692,332,1411356,1411356,303,277
13.918,332,72784,72784,8,8
76.806,332,157804,157804,1,1
36.371,332,47322,47322,0,0
172.46,273,1411356,1411356,809,777
13.966,273,72784,72784,15,15
77.486,273,157804,157804,20,20
36.275,273,47322,47322,0,0
173.525,790,1411356,1411356,1113,1051
13.976,790,72784,72784,14,7
77.282,790,157804,157804,67,67
36.281,790,47322,47322,12,12
1976.29,12,65032256,60921278,32,0
173.079,780,1411356,1411356,1048,914
14.001,780,72784,72784,1,1
77.288,780,157804,157804,8,8
36.253,780,47322,47322,0,0
178.151,907,1411356,1411356,1958,1910
14.532,907,72784,72784,0,0
77.148,907,157804,157804,56,56
36.296,907,47322,47322,0,0
186.425,1722,1411356,1411356,3418,2555
15.639,1722,72784,72784,264,264
77.503,1722,157804,157804,12,12
36.644,1722,47322,47322,0,0
189.783,2083,1411356,1411356,4044,2713
15.432,2083,72784,72784,157,112
78.764,2083,157804,157804,28,28
36.918,2083,47322,47322,4,4
2017.3,4,65032360,60921382,0,0
193.952,2691,1411356,1411356,4483,3258
15.849,2691,72784,72784,346,207
78.285,2691,157804,157804,26,26
36.883,2691,47322,47322,0,0
191.569,3326,1411356,1411356,4885,3871
16.104,3326,72784,72784,356,239
78.131,3326,157804,157804,94,94
36.913,3326,47322,47322,16,16
1985.57,16,65032480,60921502,64,0
192.91,2818,1411356,1411356,5152,3722
16.043,2818,72784,72784,397,132
78.12,2818,157804,157804,94,94
37.283,2818,47322,47322,8,8
1979.89,8,65032574,60921596,24,0
191.222,3602,1411356,1411356,4721,3185
16.322,3602,72784,72784,417,377
78.531,3602,157804,157804,160,160
37.829,3602,47322,47322,24,24
2000.95,24,65032734,60921732,36,0
199.101,3329,1411356,1411356,8971,7685
16.53,3329,72784,72784,223,136
80.293,3329,157804,157804,50,50
38.088,3329,47322,47322,0,0
209.532,7181,1411356,1411356,15630,11699
18.894,7181,72784,72784,1278,1200
80.212,7181,157804,157804,126,126
37.285,7181,47322,47322,45,45
1998.38,45,65032910,60921892,102,0
204.586,9741,1411356,1411356,14881,8485
16.962,9741,72784,72784,640,430
78.582,9741,157804,157804,80,80
38.885,9741,47322,47322,0,0
200.614,8148,1411356,1411356,12158,7020
17.439,8148,72784,72784,1499,924
81.041,8148,157804,157804,234,234
37.125,8148,47322,47322,14,14
1999.56,14,65033224,60922200,29,0
200.593,7344,1411356,1411356,12403,9278
16.977,7344,72784,72784,1236,764
79.031,7344,157804,157804,236,236
37.44,7344,47322,47322,78,78
1993.48,78,65033460,60922434,292,0
213.35,9533,1411356,1411356,17413,11751
18.315,9533,72784,72784,1751,675
81.164,9533,157804,157804,305,305
38.038,9533,47322,47322,79,79
2068.58,79,65033765,60922726,332,0
203.332,11174,1411356,1411356,14158,8118
17.751,11174,72784,72784,1515,1348
80.375,11174,157804,157804,39,39
37.151,11174,47322,47322,0,0
201.077,8458,1411356,1411356,16555,11587
16.835,8458,72784,72784,803,452
80.381,8458,157804,157804,610,606
37.447,8458,47322,47322,62,62
1987.48,62,65034410,60923336,212,0
196.109,11459,1411356,1411356,13009,8178
16.458,11459,72784,72784,796,481
78.914,11459,157804,157804,197,197
37.193,11459,47322,47322,21,21
1989.95,21,65034607,60923469,55,0
193.943,7173,1411356,1411356,9653,6304
16.54,7173,72784,72784,551,372
80.001,7173,157804,157804,491,491
37.256,7173,47322,47322,55,55
1985.38,55,65035098,60923937,153,0
199.356,6191,1411356,1411356,9930,7906
16.917,6191,72784,72784,564,475
81.049,6191,157804,157804,189,189
38.287,6191,47322,47322,44,44
1998.74,44,65035287,60924089,105,0
196.182,7957,1411356,1411356,9799,7586
16.575,7957,72784,72784,442,413
80.939,7957,157804,157804,1047,1047
37.446,7957,47322,47322,113,113
2005.06,113,65036334,60925075,488,0
196.326,7077,1411356,1411356,9239,7791
16.811,7077,72784,72784,578,508
80.562,7077,157804,157804,452,448
38.743,7077,47322,47322,89,89
2015.66,89,65036782,60925504,286,0
197.744,7446,1411356,1411356,11769,9609
16.77,7446,72784,72784,540,524
87.374,7446,157804,157804,1066,1066
40.09,7446,47322,47322,102,102
2010.94,102,65037848,60926493,239,0
200.209,9068,1411356,1411356,10996,7975
16.811,9068,72784,72784,583,517
82.574,9068,157804,157804,869,869
37.926,9068,47322,47322,160,160
2021.09,160,65038717,60927317,396,0
211.073,7616,1411356,1411356,8871,6518
16.432,7616,72784,72784,529,437
82.187,7616,157804,157804,880,876
37.564,7616,47322,47322,188,188
1988.07,188,65039593,60928122,486,0
194.101,5885,1411356,1411356,8342,6435
16.427,5885,72784,72784,631,571
85.98,5885,157804,157804,717,713
37.642,5885,47322,47322,82,82
2014.65,82,65040306,60928792,195,0
214.628,6566,1411356,1411356,12031,9936
17.079,6566,72784,72784,665,235
81.783,6566,157804,157804,678,678
39.533,6566,47322,47322,143,143
1992.62,143,65040984,60929425,522,0
204.759,9636,1411356,1411356,18410,13660
17.918,9636,72784,72784,1289,1261
84.038,9636,157804,157804,674,673
40.622,9636,47322,47322,132,132
1993.28,132,65041657,60930066,367,0
204.736,11830,1411356,1411356,18150,11684
17.083,11830,72784,72784,907,633
83.497,11830,157804,157804,458,457
39.944,11830,47322,47322,98,98
1996.46,98,65042114,60930469,168,0
201.985,11447,1411356,1411356,16926,11058
17.958,11447,72784,72784,1506,945
84.049,11447,157804,157804,839,839
38.101,11447,47322,47322,204,204
1983.73,204,65042953,60931251,956,0
205.043,11258,1411356,1411356,18055,13974
17.293,11258,72784,72784,1689,917
80.404,11258,157804,157804,540,540
36.936,11258,47322,47322,57,57
1977.06,57,65043493,60931762,189,0
206.222,14306,1411356,1411356,23358,16503
17.856,14306,72784,72784,2303,1059
83.211,14306,157804,157804,1042,1041
39.304,14306,47322,47322,121,121
1984.03,121,65044534,60932777,791,0
202.616,15756,1411356,1411356,18567,12097
17.675,15756,72784,72784,2010,1810
81.743,15756,157804,157804,574,574
37.297,15756,47322,47322,82,82
1974.63,82,65045108,60933315,383,0
200.301,12498,1411356,1411356,16523,10834
17.033,12498,72784,72784,1268,659
86.927,12498,157804,157804,868,868
37.703,12498,47322,47322,172,172
1982.61,172,65045976,60934154,662,0
200.573,10356,1411356,1411356,16679,12955
17.22,10356,72784,72784,1127,641
78.166,10356,157804,157804,416,416
37.943,10356,47322,47322,38,38
1975.35,38,65046392,60934521,266,0
195.32,13001,1411356,1411356,14973,8908
16.607,13001,72784,72784,859,679
80.311,13001,157804,157804,682,682
37.542,13001,47322,47322,101,101
2005.85,101,65047074,60935120,279,0
204.622,7080,1411356,1411356,9184,6862
15.77,7080,72784,72784,340,248
80.103,7080,157804,157804,579,579
36.915,7080,47322,47322,132,132
1986.97,132,65047653,60935655,509,0
193.741,6798,1411356,1411356,9300,6543
16.014,6798,72784,72784,567,468
81.409,6798,157804,157804,844,844
37.82,6798,47322,47322,112,112
1998.94,112,65048497,60936490,480,0
192.469,6214,1411356,1411356,7012,5342
15.742,6214,72784,72784,365,301
82.994,6214,157804,157804,429,421
38.831,6214,47322,47322,80,80
1996.74,80,65048918,60936879,325,0
199.392,4562,1411356,1411356,7344,5372
16.404,4562,72784,72784,511,455
79.329,4562,157804,157804,609,609
37.574,4562,47322,47322,133,133
1999.82,133,65049527,60937420,231,0
186.427,5368,1411356,1411356,7261,4492
15.189,5368,72784,72784,247,235
79.549,5368,157804,157804,384,384
36.5,5368,47322,47322,62,62
1988.42,62,65049911,60937792,204,0
182.03,4344,1411356,1411356,5417,2966
15.339,4344,72784,72784,637,411
80.724,4344,157804,157804,811,811
35.976,4344,47322,47322,84,84
2029.39,84,65050722,60938567,336,0
187.16,2982,1411356,1411356,4115,2888
15.201,2982,72784,72784,129,101
77.262,2982,157804,157804,468,468
34.822,2982,47322,47322,76,76
1991.57,76,65051190,60939019,300,0
178.408,2836,1411356,1411356,3296,1677
14.696,2836,72784,72784,558,249
76.46,2836,157804,157804,310,310
37.931,2836,47322,47322,89,89
1994.48,89,65051500,60939305,373,0
176.502,1739,1411356,1411356,2232,1465
14.289,1739,72784,72784,76,56
74.824,1739,157804,157804,112,112
34.81,1739,47322,47322,12,12
1995.65,12,65051612,60939413,20,0
178.165,1404,1411356,1411356,1864,1149
14.201,1404,72784,72784,68,56
74.487,1404,157804,157804,78,78
34.988,1404,47322,47322,16,16
1998.27,16,65051690,60939483,24,0
175.018,1127,1411356,1411356,1573,959
14.275,1127,72784,72784,5,5
75.169,1127,157804,157804,230,230
35.027,1127,47322,47322,80,80
2005.32,80,65051920,60939695,772,0
178.645,912,1411356,1411356,1145,616
14.297,912,72784,72784,402,34
75.422,912,157804,157804,175,175
34.873,912,47322,47322,16,16
1998.32,16,65052095,60939866,96,0
177.522,578,1411356,1411356,803,544
14.302,578,72784,72784,20,20
76.582,578,157804,157804,39,39
35.803,578,47322,47322,13,13
1997.28,13,65052134,60939895,120,0
177.282,552,1411356,1411356,1502,1136
13.985,552,72784,72784,26,8
74.932,552,157804,157804,35,35
34.758,552,47322,47322,0,0
171.233,1087,1411356,1411356,1593,646
13.851,1087,72784,72784,0,0
74.456,1087,157804,157804,88,88
35.231,1087,47322,47322,12,12
2012.92,12,65052257,60940010,88,0
171.772,493,1411356,1411356,834,495
13.844,493,72784,72784,0,0
76.47,493,157804,157804,20,20
34.518,493,47322,47322,0,0
170.296,476,1411356,1411356,758,361
13.942,476,72784,72784,48,48
74.074,476,157804,157804,8,8
34.604,476,47322,47322,0,0
169.18,365,1411356,1411356,497,182
13.833,365,72784,72784,20,20
73.829,365,157804,157804,20,20
34.136,365,47322,47322,0,0
172.722,196,1411356,1411356,265,133
15.036,196,72784,72784,24,24
74.115,196,157804,157804,9,9
34.472,196,47322,47322,0,0
169.425,157,1411356,1411356,442,310
13.723,157,72784,72784,0,0
74.01,157,157804,157804,0,0
34.846,157,47322,47322,0,0
170.137,310,1411356,1411356,330,217
13.835,310,72784,72784,84,12
74.123,310,157804,157804,0,0
34.636,310,47322,47322,0,0
169.068,161,1411356,1411356,199,146
13.772,161,72784,72784,0,0
74.084,161,157804,157804,4,4
34.547,161,47322,47322,0,0
168.724,146,1411356,1411356,346,130
13.755,146,72784,72784,16,16
74.057,146,157804,157804,0,0
34.492,146,47322,47322,0,0
169.906,118,1411356,1411356,126,104
13.735,118,72784,72784,0,0
74.058,118,157804,157804,12,12
36.366,118,47322,47322,0,0
169.971,104,1411356,1411356,176,64
13.803,104,72784,72784,0,0
74.048,104,157804,157804,0,0
34.494,104,47322,47322,0,0
168.861,52,1411356,1411356,92,84
13.721,52,72784,72784,0,0
74.102,52,157804,157804,0,0
34.555,52,47322,47322,0,0
169.706,84,1411356,1411356,176,44
13.848,84,72784,72784,0,0
77.897,84,157804,157804,0,0
34.471,84,47322,47322,0,0
168.074,44,1411356,1411356,44,40
13.705,44,72784,72784,0,0
73.928,44,157804,157804,0,0
34.446,44,47322,47322,0,0
168.033,40,1411356,1411356,44,8
13.648,40,72784,72784,0,0
74.018,40,157804,157804,4,4
34.662,40,47322,47322,0,0
165.219,8,1411356,1411356,8,8
15.161,8,72784,72784,0,0
73.679,8,157804,157804,0,0
34.431,8,47322,47322,0,0
163.91,8,1411356,1411356,8,0
13.592,8,72784,72784,0,0
73.544,8,157804,157804,0,0
34.352,8,47322,47322,0,0
17.954,23873,10762886,22597,19963,815
394.456,479,1570056721,479,162407,162292
297.165,162191,1411356,1411356,281366,256944
23.447,73162,162191,73162,46,4
75.727,157804,162191,157804,15,15
35.034,47322,162191,47322,0,0
293.868,256940,1411356,1411356,313735,313506
23.776,73162,256940,73162,8,8
82.807,157804,256940,157804,25,25
37.543,47322,256940,47322,0,0
178.824,313365,1411356,1411356,786,776
14.867,73162,313365,73162,3,3
82.83,157804,313365,157804,32,32
37.56,47322,313365,47322,2,2
1975.27,2,65052406,60940159,31,31
176.442,767,1411356,1411356,745,713
14.542,767,73178,73178,0,0
77.604,767,157804,157804,7,7
36.068,767,47322,47322,0,0
175.022,710,1411356,1411356,65,62
14.276,710,73178,73178,0,0
77.598,710,157804,157804,16,16
35.507,710,47322,47322,3,3
1983.54,3,65052429,60940182,0,0
170.091,62,1411356,1411356,51,44
14.134,62,73178,73178,147,147
75.196,62,157804,157804,0,0
34.97,62,47322,47322,0,0
169.602,191,1411356,1411356,53,32
13.917,191,73178,73178,0,0
75.151,191,157804,157804,7,7
34.991,191,47322,47322,2,2
1991.2,2,65052436,60940189,17,0
173.216,32,1411356,1411356,28,28
14.183,32,73178,73178,0,0
77.322,32,157804,157804,0,0
36.39,32,47322,47322,0,0
173.605,28,1411356,1411356,60,48
14.21,28,73178,73178,0,0
75.949,28,157804,157804,7,7
34.898,28,47322,47322,0,0
174.694,48,1411356,1411356,59,59
13.871,48,73178,73178,1,1
75.178,48,157804,157804,0,0
35.233,48,47322,47322,0,0
168.175,60,1411356,1411356,88,88
13.937,60,73178,73178,33,33
75.429,60,157804,157804,0,0
34.845,60,47322,47322,0,0
168.951,121,1411356,1411356,104,99
13.986,121,73178,73178,26,26
76.046,121,157804,157804,41,41
34.861,121,47322,47322,0,0
168.759,113,1411356,1411356,107,96
14.44,113,73178,73178,44,44
75.065,113,157804,157804,3,3
34.913,113,47322,47322,2,2
2007.27,2,65052487,60940240,8,0
173.19,134,1411356,1411356,125,88
14.361,134,73178,73178,3,0
77.399,134,157804,157804,78,78
35.934,134,47322,47322,0,0
173.437,88,1411356,1411356,87,63
14.052,88,73178,73178,0,0
76.139,88,157804,157804,0,0
34.87,88,47322,47322,0,0
169.171,52,1411356,1411356,54,51
14.055,52,73178,73178,0,0
75.159,52,157804,157804,0,0
34.902,52,47322,47322,0,0
170.881,51,1411356,1411356,128,117
