time,smaller,larger,outer,inner,updates
37.055,47322,584570,47322,1336,0
554.418,276553,1411356,1411356,316817,306841
0.717,674,276553,674,175,143
91.147,157804,276553,157804,9759,9759
124.648,47322,276553,47322,58138,58137
14.805,10957,58137,10355,15814,15565
92274.7,276510,1411356,1411356,401386925,401373968
7.113,5152,276510,5152,907,861
130.743,157804,276510,157804,19494,19494
48.559,47322,276510,47322,4475,4472
15.68,4471,30449,27136,6208,4984
42787.2,1411356,401364914,1411356,452843641,266358824
9.6,7767,401364914,7767,3286,3211
123.501,157804,401364914,157804,37858,37858
115.757,47322,401364914,47322,61959,61959
41.242,61959,68307,66773,38970,33745
4273.85,1411356,51944194,1411356,59811949,10848969
19.9,14833,51944194,14833,11811,11577
125.962,157804,51944194,157804,34503,34503
47.93,47322,51944194,47322,4834,4834
32.358,4834,102810,100745,13505,10510
2408.65,1411356,8354140,1411356,10319378,5380256
47.251,19666,8354140,19666,29268,28130
153.41,157804,8354140,157804,61932,61926
84.989,47322,8354140,47322,47777,47776
39.845,47776,164735,162403,23037,10685
17349.5,1411356,2422400,1411356,75035746,73241041
26.615,22981,2422400,22981,25267,21301
111.292,157804,2422400,157804,21272,21272
42.635,47322,2422400,47322,3107,3107
34.365,3107,186007,182647,11419,6185
3800.01,1411356,73105741,1411356,77193596,6142951
80.701,25268,73105741,25268,99911,94372
181.7,157804,73105741,157804,268071,268068
100.592,47322,73105741,47322,82800,82800
98.451,82800,454075,443826,292004,191634
3286,1411356,4812283,1411356,10991413,7028214
42.473,26974,4812283,26974,59548,39816
110.752,157804,4812283,157804,31568,31564
42.768,47322,4812283,47322,3766,3727
48.125,3727,485639,474536,26105,1925
3730.33,1411356,6904420,1411356,10156622,7737253
103.674,27495,6904420,27495,195915,177118
125.143,157804,6904420,157804,61108,61044
61.184,47322,6904420,47322,30677,30659
52.784,30659,546683,521094,35153,2356
4037.25,1411356,5159506,1411356,8356770,6527966
77.446,28365,5159506,28365,145048,97633
102.085,157804,5159506,157804,19609,19584
40.111,47322,5159506,47322,1804,1800
46.987,1800,566265,539608,6168,721
3296.72,1411356,5963337,1411356,7654798,5704875
96.315,28867,5963337,28867,238285,140591
141.975,157804,5963337,157804,79146,79075
52.358,47322,5963337,47322,14892,14892
54.157,14892,645340,614231,22938,1856
3427.53,1411356,4908848,1411356,7963437,6129873
126.642,29359,4908848,29359,284431,174453
189.611,157804,4908848,157804,134352,134311
47.586,47322,4908848,47322,13421,13421
56.37,13421,779651,736699,27330,506
8244.13,1411356,5600727,1411356,27809446,25497318
157.513,29501,5600727,29501,294987,205443
183.335,157804,5600727,157804,120979,120953
48.108,47322,5600727,47322,10481,10481
59.132,10481,900604,844285,16782,1670
13372.9,1411356,24661975,1411356,53316328,35297277
1168.36,29563,24661975,29563,3463045,3352960
281.827,157804,24661975,157804,235941,235876
56.824,47322,24661975,47322,20106,20106
75.534,20106,1136480,1063694,101110,1010
9023.15,1411356,30131968,1411356,44924955,24739669
650.426,29728,30131968,29728,1869984,1270878
183.571,157804,30131968,157804,131907,131889
48.714,47322,30131968,47322,8443,8443
69.537,8443,1268367,1190223,23285,51
8939.15,1411356,23337802,1411356,36873451,23197590
784.256,29767,23337802,29767,3276384,1535687
344.487,157804,23337802,157804,443411,443292
71.25,47322,23337802,47322,35622,35621
102.337,35621,1711659,1623517,133121,275
11950.2,1411356,23197705,1411356,44755643,29709745
895.979,29848,23197705,29848,3134821,1782715
230.482,157804,23197705,157804,193861,193841
56.334,47322,23197705,47322,19515,19515
150.794,19515,1905500,1810061,58657,253
12749.2,1411356,28686731,1411356,51766382,32085132
901.308,29888,28686731,29888,2567407,1342772
280.156,157804,28686731,157804,259869,259825
70.697,47322,28686731,47322,47360,47360
113.56,47360,2165325,2060772,124547,716
9343.12,1411356,30714743,1411356,43903775,24008893
1201.95,29978,30714743,29978,3676457,2869601
305.673,157804,30714743,157804,306793,306719
64.996,47322,30714743,47322,36520,36520
123.455,36520,2472044,2353112,126736,3
8391.65,1411356,24522216,1411356,36015605,21176308
837.014,29981,24522216,29981,2499290,1517676
245.744,157804,24522216,157804,192797,192766
58.688,47322,24522216,47322,23048,23048
122.41,23048,2664810,2534947,58830,38
10553.8,1411356,20699007,1411356,41983801,30398195
456.555,29996,20699007,29996,1892544,605654
350.301,157804,20699007,157804,314579,314472
67.39,47322,20699007,47322,46642,46642
143.926,46642,2979282,2835910,159138,29
8452.43,1411356,29361859,1411356,37914893,22403288
483.22,30019,29361859,30019,1469766,942994
234.653,157804,29361859,157804,194757,194670
61.654,47322,29361859,47322,31100,31100
141.324,31100,3173952,3019183,102294,338
7116.82,1411356,18533597,1411356,25775860,16844558
427.952,30063,18533597,30063,1102499,751139
404.425,157804,18533597,157804,444172,443984
73.745,47322,18533597,47322,47311,47284
156.999,47284,3617936,3379389,91422,143
7110.09,1411356,16364866,1411356,22468519,14613394
291.589,30078,16364866,30078,793947,405814
455.063,157804,16364866,157804,450731,449818
75.41,47322,16364866,47322,43009,43009
173.185,43009,4067754,3786238,108210,8
6129.28,1411356,13425102,1411356,19496224,13787191
379.188,30084,13425102,30084,863408,650007
454.656,157804,13425102,157804,504074,503836
119.124,47322,13425102,47322,118084,118084
195.012,118084,4571589,4253870,171567,13
5238.72,1411356,13462506,1411356,17228446,11369893
246.504,30091,13462506,30091,505337,365382
487.636,157804,13462506,157804,680069,679789
91.285,47322,13462506,47322,70341,70341
215.451,70341,5251378,4882001,152178,195
5115.45,1411356,10769351,1411356,15310789,11292881
299.921,30119,10769351,30119,510778,391878
532.421,157804,10769351,157804,613788,613496
130.875,47322,10769351,47322,124055,124040
245.065,124040,5864874,5463291,208601,20
5299.37,1411356,10776327,1411356,14308679,10456801
232.037,30132,10776327,30132,390557,313399
548.018,157804,10776327,157804,701775,701535
161.235,47322,10776327,47322,151321,151312
291.048,151312,6566409,6129253,368032,35
5581.49,1411356,9546507,1411356,16307405,12955874
294.869,30139,9546507,30139,467798,365320
633.593,157804,9546507,157804,808855,805867
161.405,47322,9546507,47322,127860,127842
310.329,127842,7372276,6866754,303482,103
7853.07,1411356,12553711,1411356,20945634,17736423
275.401,30151,12553711,30151,280208,213281
593.58,157804,12553711,157804,720469,719909
135.959,47322,12553711,47322,135234,135232
331.021,135232,8092185,7531122,321256,57
6760.88,1411356,16892060,1411356,20404393,16791637
320.684,30191,16892060,30191,276816,236570
876.271,157804,16892060,157804,758265,756903
124.512,47322,16892060,47322,109047,109044
352.717,109044,8849088,8211758,290148,93
8367,1411356,15538908,1411356,25599756,22220367
379.438,30210,15538908,30210,1157643,1059238
712.678,157804,15538908,157804,919043,917817
159.344,47322,15538908,47322,152902,152901
407.981,152901,9766905,9068738,488994,7
9268.1,1411356,20539242,1411356,29356072,25040527
239.655,30217,20539242,30217,391115,356745
1014.41,157804,20539242,157804,1590625,1589507
157.501,47322,20539242,47322,163728,163728
450.787,163728,11356412,10517156,412816,18
10422.7,1411356,23095676,1411356,34250777,27996896
220.258,30220,23095676,30220,319703,257845
1516.45,157804,23095676,157804,2434853,2433974
300.717,47322,23095676,47322,333428,333428
631.953,333428,13790386,12814354,1163122,8
10766.1,1411356,26080258,1411356,38458176,32442054
475.125,30228,26080258,30228,812238,779802
1382.66,157804,26080258,157804,2502252,2501493
259.318,47322,26080258,47322,296383,296383
685.553,296383,16291879,15134341,1060939,1
9505.45,1411356,27485382,1411356,34268328,26773636
481.416,30229,27485382,30229,556700,526210
2513.45,157804,27485382,157804,3446412,3445821
572.315,47322,27485382,47322,468743,468743
816.104,468743,19737700,18368944,1083762,2
10473.9,1411356,24242404,1411356,31229662,24843194
332.578,30231,24242404,30231,486190,450610
1661.72,157804,24242404,157804,2483550,2481755
477.338,47322,24242404,47322,628453,628453
931.446,628453,22219455,20660842,1610324,0
7881.72,1411356,22609189,1411356,28486982,21113108
592.425,30231,22609189,30231,1620172,1516352
2221.11,157804,22609189,157804,2862061,2849071
331.408,47322,22609189,47322,403619,403619
1183.63,403619,25068526,23334962,1652062,0
8933.29,1411356,18644167,1411356,24364500,17460954
349.892,30231,18644167,30231,661156,506371
1683.72,157804,18644167,157804,2224413,2210217
354.936,47322,18644167,47322,354508,354508
1015.62,354508,27278743,25433615,953337,0
8583.99,1411356,16521165,1411356,26005506,20025893
229.947,30231,16521165,30231,331181,277186
1508.52,157804,16521165,157804,1921481,1919519
351.892,47322,16521165,47322,494708,494708
1115.58,494708,29198262,27078510,1121847,0
7102.68,1411356,18454427,1411356,24469455,15729696
347.533,30231,18454427,30231,790676,740204
1557.25,157804,18454427,157804,1773231,1769337
245.596,47322,18454427,47322,226137,226137
1106.65,226137,30967599,28755513,817944,0
6194.19,1411356,14386770,1411356,19316977,12920136
227.777,30231,14386770,30231,300674,236370
1423.98,157804,14386770,157804,1945541,1927559
237.044,47322,14386770,47322,396091,396091
1143.65,396091,32895158,30510782,1406798,0
5472.67,1411356,12044182,1411356,16922185,11610451
203.963,30231,12044182,30231,351480,284274
1244.13,157804,12044182,157804,1683032,1680548
252.049,47322,12044182,47322,380861,380861
1223.42,380861,34575706,32048088,1514011,0
4923.93,1411356,10920593,1411356,14885840,9304191
217.941,30231,10920593,30231,265839,221287
880.798,157804,10920593,157804,949448,947472
156.99,47322,10920593,47322,183404,183404
1189.12,183404,35523178,32959293,545397,0
3926.89,1411356,8663795,1411356,12546030,8456255
169.759,30231,8663795,30231,237669,204265
773.725,157804,8663795,157804,1060665,1055046
156.168,47322,8663795,47322,192761,192761
1214,192761,36578224,33913236,604855,0
3426.49,1411356,8016800,1411356,10720130,6975967
162.69,30231,8016800,30231,227057,181510
752.113,157804,8016800,157804,859479,858499
140.555,47322,8016800,47322,172383,172383
1228.63,172383,37436723,34662571,640938,0
2793.33,1411356,6296795,1411356,8167457,4913470
92.735,30231,6296795,30231,146361,106207
644.428,157804,6296795,157804,754783,752934
128.463,47322,6296795,47322,157308,157308
1244.13,157308,38189657,35376882,517731,0
2730.74,1411356,4677286,1411356,6847606,4339139
165.195,30231,4677286,30231,802723,124850
589.564,157804,4677286,157804,571154,570614
117.453,47322,4677286,47322,93553,93553
1242.43,93553,38760271,35908149,360222,0
2207.81,1411356,4131503,1411356,5857300,3757773
87.839,30231,4131503,30231,202730,114469
392.916,157804,4131503,157804,376861,376381
90.768,47322,4131503,47322,79880,79880
1231.24,79880,39136652,36246239,253983,0
2367.85,1411356,3381274,1411356,5927106,4245526
52.845,30231,3381274,30231,74734,47195
407.739,157804,3381274,157804,364153,363395
77.399,47322,3381274,47322,49401,49401
1293.94,49401,39500047,36597795,305169,0
1902.75,1411356,4080560,1411356,5454744,3304978
91.938,30231,4080560,30231,369325,82122
332.431,157804,4080560,157804,306678,306391
74.185,47322,4080560,47322,54685,54685
1256.07,54685,39806438,36870490,158414,0
1628.7,1411356,2730333,1411356,3855777,2373302
49.93,30231,2730333,30231,91367,56371
228.321,157804,2730333,157804,160782,160686
53.76,47322,2730333,47322,20548,20548
1253.96,20548,39967124,37023111,91976,0
1919.01,1411356,2177881,1411356,5245902,4115774
37.997,30231,2177881,30231,133216,36228
196.163,157804,2177881,157804,157490,156887
50.872,47322,2177881,47322,15248,15248
1254.29,15248,40124011,37167935,57254,0
2137.73,1411356,3920823,1411356,7786907,5260668
159.479,30231,3920823,30231,450807,429339
162.467,157804,3920823,157804,96946,96882
49.899,47322,3920823,47322,17240,17240
1233.47,17240,40220893,37260572,102979,0
2005.32,1411356,4523646,1411356,7554273,4374601
94.592,30231,4523646,30231,270492,166107
166,157804,4523646,157804,113712,113621
46.548,47322,4523646,47322,19278,19278
1229.98,19278,40334514,37370078,68684,0
1728.45,1411356,4172491,1411356,6271298,3443930
150.749,30231,4172491,30231,573907,321923
135.977,157804,4172491,157804,74561,74550
45.545,47322,4172491,47322,14449,14449
1234.87,14449,40409064,37441536,71125,0
1905.91,1411356,3378011,1411356,6331492,4282099
104.751,30231,3378011,30231,393626,179687
122.273,157804,3378011,157804,49643,49576
41.243,47322,3378011,47322,5864,5864
1218,5864,40458640,37488296,17989,0
1992.36,1411356,4090399,1411356,7788994,4951633
111.037,30231,4090399,30231,397697,206239
118.628,157804,4090399,157804,49003,48990
41.885,47322,4090399,47322,6953,6953
1225.52,6953,40507630,37535841,70464,0
1687.66,1411356,4685924,1411356,6503686,3650246
156.604,30231,4685924,30231,480095,360192
106.013,157804,4685924,157804,31112,31106
38.995,47322,4685924,47322,2603,2603
1216.46,2603,40538736,37563570,10219,0
1507.86,1411356,3551071,1411356,5107199,2873004
100.048,30231,3551071,30231,318974,191150
102.029,157804,3551071,157804,21581,21565
38.811,47322,3551071,47322,2621,2621
1212.92,2621,40560301,37584647,16436,0
1504.63,1411356,2785936,1411356,4685779,3014689
72.339,30231,2785936,30231,270294,104979
91.008,157804,2785936,157804,12955,12951
37.309,47322,2785936,47322,1009,1009
1207.35,1009,40573252,37596936,5349,0
1401.18,1411356,2892788,1411356,4666028,2780804
97.167,30231,2892788,30231,274370,219671
98.613,157804,2892788,157804,19107,19101
36.99,47322,2892788,47322,1084,1084
1206.35,1084,40592353,37615875,8326,0
1238.65,1411356,2585826,1411356,4000776,2309877
81.044,30231,2585826,30231,189565,123945
90.941,157804,2585826,157804,9567,9561
47.274,47322,2585826,47322,588,588
1230.99,588,40601914,37624943,4049,0
1155.17,1411356,2301296,1411356,3102085,1642648
78.649,30231,2301296,30231,238181,119218
96.561,157804,2301296,157804,15199,15196
42.813,47322,2301296,47322,597,597
1228,597,40617110,37640000,4633,0
1058.82,1411356,1578942,1411356,2558354,1687528
57.991,30231,1578942,30231,169266,93980
131.905,157804,1578942,157804,8409,8403
46.076,47322,1578942,47322,455,455
1242.1,455,40625513,37648298,3421,0
954.607,1411356,1691326,1411356,2694738,1595654
46.409,30231,1691326,30231,136023,73958
125.777,157804,1691326,157804,11496,11495
38.892,47322,1691326,47322,388,388
1215.04,388,40637008,37659703,2738,0
770.9,1411356,1508923,1411356,1996609,1111577
59.141,30231,1508923,30231,151129,122853
104.555,157804,1508923,157804,3216,3215
42.792,47322,1508923,47322,364,364
1223.47,364,40640223,37662881,2733,0
667.725,1142099,1411356,1411356,1522420,802822
33.444,30231,1142099,30231,83711,46021
120.518,157804,1142099,157804,13777,13777
58.756,47322,1142099,47322,5769,5769
1208.59,5769,40654000,37676629,25874,0
595.892,789721,1411356,1411356,1085632,632510
34.497,30231,789721,30231,85961,35938
112.909,157804,789721,157804,4437,4437
36.396,47322,789721,47322,676,676
1205.08,676,40658437,37681024,3758,0
574.719,616566,1411356,1411356,821193,454066
19.051,30231,616566,30231,30207,20121
92.414,157804,616566,157804,7516,7516
41.84,47322,616566,47322,2834,2834
1210.09,2834,40665953,37688519,8960,0
451.271,445688,1411356,1411356,622083,363419
21.847,30231,445688,30231,34915,26426
87.855,157804,445688,157804,1908,1908
37.119,47322,445688,47322,538,538
1202.05,538,40667861,37690394,2609,0
411.128,374161,1411356,1411356,458392,255306
13.994,30231,374161,30231,22169,10105
83.304,157804,374161,157804,2957,2957
37.521,47322,374161,47322,873,873
1208.34,873,40670818,37693345,3655,0
378.079,239011,1411356,1411356,302293,196777
14.453,30231,239011,30231,18587,12445
81.79,157804,239011,157804,1508,1508
35.094,47322,239011,47322,206,206
1229.05,206,40672326,37694848,1237,0
351.951,200836,1411356,1411356,252788,145799
10.761,30231,200836,30231,9464,6670
86.901,157804,200836,157804,15433,15433
40.908,47322,200836,47322,4242,4242
1232.09,4242,40687759,37710281,39080,0
324.929,141531,1411356,1411356,186685,102733
11.693,30231,141531,30231,8670,6773
80.807,141531,157804,157804,1693,1693
35.582,47322,141531,47322,402,402
1210.46,402,40689452,37711974,3739,0
304.144,105981,1411356,1411356,135569,73792
8.59,30231,105981,30231,5689,2851
85.555,105981,157804,157804,5397,5397
37.725,47322,105981,47322,2458,2458
1213.33,2458,40694849,37717371,13587,0
288.385,71518,1411356,1411356,92323,49762
10.205,30231,71518,30231,6825,4401
86.549,71518,157804,157804,14305,14305
36.329,47322,71518,47322,2055,2055
1204.64,2055,40709154,37731676,33197,0
259.553,52014,1411356,1411356,68904,40599
7.354,30231,52014,30231,2812,1763
82.7,52014,157804,157804,3517,3517
37.552,47322,52014,47322,1307,1307
1198.01,1307,40712671,37735193,8407,0
249.734,40241,1411356,1411356,54622,29662
7.062,30231,40241,30231,2664,1743
81.418,40241,157804,157804,2232,2232
35.511,40241,47322,47322,329,329
1201.44,329,40714903,37737425,5209,0
246.59,29820,1411356,1411356,35425,20859
6.957,29820,30231,30231,2482,1406
82.715,29820,157804,157804,1905,1905
36.202,29820,47322,47322,562,562
1209.52,562,40716808,37739330,4881,0
237.598,20799,1411356,1411356,25539,15273
6.145,20799,30231,30231,1190,632
84.625,20799,157804,157804,1464,1464
35.417,20799,47322,47322,232,232
1195.53,232,40718272,37740794,3396,0
227.911,15346,1411356,1411356,20308,13697
5.575,15346,30231,30231,583,339
84.158,15346,157804,157804,4384,4384
36.674,15346,47322,47322,1259,1259
1208.77,1259,40722656,37745178,12287,0
223.584,13636,1411356,1411356,17960,7073
5.29,13636,30231,30231,328,232
82.94,13636,157804,157804,976,976
35.798,13636,47322,47322,175,175
1200.5,175,40723632,37746154,2361,0
216.359,7161,1411356,1411356,8173,5582
5.023,7161,30231,30231,295,155
81.888,7161,157804,157804,583,583
34.969,7161,47322,47322,150,150
1206.43,150,40724215,37746737,1534,0
230.197,5495,1411356,1411356,6045,2445
5.013,5495,30231,30231,163,132
83.736,5495,157804,157804,4153,4153
35.167,5495,47322,47322,600,600
1207.16,600,40728368,37750890,10050,0
209.863,2521,1411356,1411356,3038,1968
4.804,2521,30231,30231,53,39
81.423,2521,157804,157804,447,447
34.92,2521,47322,47322,127,127
1202.41,127,40728815,37751337,1211,0
221.189,1948,1411356,1411356,2316,992
4.89,1948,30231,30231,86,65
83.907,1948,157804,157804,543,543
34.811,1948,47322,47322,91,91
1197.96,91,40729358,37751880,1331,0
207.491,1034,1411356,1411356,1173,669
4.717,1034,30231,30231,26,20
81.891,1034,157804,157804,53,53
34.656,1034,47322,47322,27,27
1221.13,27,40729411,37751933,128,0
207.443,676,1411356,1411356,825,407
4.755,676,30231,30231,35,23
82.915,676,157804,157804,447,447
35.273,676,47322,47322,77,77
1208.19,77,40729858,37752380,1101,0
206.298,428,1411356,1411356,516,239
4.706,428,30231,30231,16,9
83.183,428,157804,157804,96,96
35.061,428,47322,47322,23,23
1215.46,23,40729954,37752476,235,0
204.788,242,1411356,1411356,308,191
4.713,242,30231,30231,9,5
81.895,242,157804,157804,16,16
34.471,242,47322,47322,3,3
1198.74,3,40729970,37752492,36,0
209.072,194,1411356,1411356,224,150
4.668,194,30231,30231,12,6
83.689,194,157804,157804,106,106
35.48,194,47322,47322,21,21
1206.42,21,40730076,37752598,272,0
206.409,150,1411356,1411356,188,105
4.651,150,30231,30231,2,1
83.218,150,157804,157804,28,28
35.784,150,47322,47322,6,6
1201.65,6,40730104,37752626,74,0
202.108,105,1411356,1411356,142,103
4.617,105,30231,30231,2,1
82.094,105,157804,157804,42,42
35.429,105,47322,47322,12,12
1202.21,12,40730146,37752668,120,0
202.959,103,1411356,1411356,132,43
4.543,103,30231,30231,0,0
82.028,103,157804,157804,42,42
35.403,103,47322,47322,7,7
1208.03,7,40730188,37752710,105,0
201.34,43,1411356,1411356,52,32
4.589,43,30231,30231,0,0
81.533,43,157804,157804,21,21
34.981,43,47322,47322,4,4
1200.96,4,40730209,37752731,54,0
201.822,32,1411356,1411356,36,6
4.522,32,30231,30231,0,0
81.456,32,157804,157804,42,42
35.107,32,47322,47322,6,6
1200.2,6,40730251,37752773,102,0
201.471,6,1411356,1411356,6,3
4.539,6,30231,30231,0,0
82.045,6,157804,157804,7,7
36.168,6,47322,47322,1,1
1197.71,1,40730258,37752780,17,0
197.737,3,1411356,1411356,3,0
4.453,3,30231,30231,0,0
80.867,3,157804,157804,7,7
36.141,3,47322,47322,1,1
1196.68,1,40730265,37752787,17,0
5914.17,6951240,40730265,37752787,34689887,2423946
8166.22,58584,1272021277,58584,69721690,19695039
10333.6,1411356,17451734,1411356,37221055,27932702
363.465,58584,17451734,58584,1123834,354318
707.94,157804,17451734,157804,302012,301941
115.734,47322,17451734,47322,27982,27876
1275.57,27822,41032198,38054712,57549,56130
8781.79,1411356,27618231,1411356,35078017,17839652
1187.96,59153,27618231,59153,2995308,2415197
142.361,157804,27618231,157804,125,124
61.502,47322,27618231,47322,137,46
1465.8,46,41032322,38054830,160,95
7048.27,1411356,16705245,1411356,16728037,10165671
631.22,59233,16705245,59233,1078841,629062
583.67,157804,16705245,157804,301446,301395
66.063,47322,16705245,47322,28816,28765
1269.63,28765,41333713,38329037,86748,84260
4260.95,1411356,9088356,1411356,11605821,5989245
399.119,60556,9088356,60556,517538,435531
225.518,157804,9088356,157804,160783,160751
68.695,47322,9088356,47322,47751,47746
1279.92,47742,41494429,38543882,522715,732
3633.73,1411356,6163382,1411356,7850943,5169110
239.128,60755,6163382,60755,341895,257502
465.917,157804,6163382,157804,455785,455784
65.588,47322,6163382,47322,38054,38054
1286.42,38054,41950213,38987323,177313,110035
2602.29,1411356,5001517,1411356,6407952,3595067
159.252,61622,5001517,61622,187648,101451
429.719,157804,5001517,157804,456338,456338
54.993,47322,5001517,47322,27457,27455
1263.76,27455,42406551,39434690,56749,320
2384.97,1411356,3520517,1411356,4632903,3120262
263.564,61818,3520517,61818,708348,490179
140.306,157804,3520517,157804,81285,81284
42.979,47322,3520517,47322,1122,1122
1280.39,1122,42487835,39515825,5905,339
5278.59,1411356,3446123,1411356,13703484,12029239
492.734,61966,3446123,61966,975532,935319
159.939,157804,3446123,157804,62534,62493
55.673,47322,3446123,47322,27584,27584
1267.48,27584,42550328,39577779,56035,148
6014.98,1411356,12666982,1411356,18921925,11693291
75.802,62033,12666982,62033,153809,56979
212.591,157804,12666982,157804,255829,255829
63.184,47322,12666982,47322,36942,36942
1321.08,36942,42806157,39833529,83349,193
4803.19,1411356,10518199,1411356,13402628,8913241
209.855,62162,10518199,62162,387919,277123
195.967,157804,10518199,157804,148310,148301
57.411,47322,10518199,47322,28012,28012
1278.92,28012,42954458,39981352,3716,52
3974.28,1411356,8411581,1411356,11471878,6753913
175.644,62191,8411581,62191,559640,432237
138.583,157804,8411581,157804,76327,76327
42.621,47322,8411581,47322,1140,1140
1289.01,1140,43030785,40057527,4345,95
3246.53,1411356,6719543,1411356,8562125,5233217
411.165,62263,6719543,62263,770478,669983
174.394,157804,6719543,157804,145311,145306
117.968,47322,6719543,47322,135978,135978
1484.73,135966,43176091,40202257,1707348,54420
2992.97,1411356,5501929,1411356,6621734,4432139
344.739,62432,5501929,62432,988047,559272
170.227,157804,5501929,157804,156252,156249
41.801,47322,5501929,47322,408,408
1298.9,382,43332340,40358222,722,2
3089.49,1411356,4827286,1411356,7587254,5573808
66.285,62434,4827286,62434,269337,81114
177.488,157804,4827286,157804,172708,172708
42.601,47322,4827286,47322,775,769
1327.47,763,43505042,40448986,3601,18
2478.33,1411356,5040785,1411356,6072666,4123811
75.483,62452,5040785,62452,656287,112055
289.586,157804,5040785,157804,600001,599988
88.777,47322,5040785,47322,81951,81926
1385.54,81913,44105017,41048632,570737,26
1834.08,1411356,3522807,1411356,4388274,3331015
114.697,62458,3522807,62458,265059,218154
201.352,157804,3522807,157804,306842,306829
57.092,47322,3522807,47322,28377,28345
1344.5,28345,44411846,41327809,30793,3
1904.4,1411356,3435934,1411356,5505037,3408400
46.159,62459,3435934,62459,61294,39799
279.395,157804,3435934,157804,305876,305865
43.966,47322,3435934,47322,1437,1424
1348.6,1424,44717711,41632722,2772,18
1597.29,1411356,3201220,1411356,3334005,2793859
150.254,62465,3201220,62465,167651,130112
252.765,157804,3201220,157804,308814,308806
229.628,47322,3201220,47322,434389,434389
1402.71,434389,45026517,41940380,436136,0
1631.34,1411356,2760183,1411356,4178522,3174221
46.856,62465,2760183,62465,55755,39448
179.264,157804,2760183,157804,154642,154629
66.064,47322,2760183,47322,29603,29603
1367.31,29603,45181146,42091482,4355,0
1310.21,1411356,3124724,1411356,2674726,2006327
606.371,62465,3124724,62465,1588738,1576563
606.387,157804,3124724,157804,2207254,2207253
61.176,47322,3124724,47322,29013,29013
1446.2,29013,47388399,44296614,86620,0
1906.9,1411356,3344131,1411356,4241389,3338641
41.581,62465,3344131,62465,52106,39674
113.073,157804,3344131,157804,20778,20771
47.012,47322,3344131,47322,5011,5011
1444.61,5011,47409170,44316301,8409,0
1162.27,1411356,3266567,1411356,2162501,1732399
61.445,62465,3266567,62465,1308499,75250
145.698,157804,3266567,157804,125344,125341
46.136,47322,3266567,47322,3190,3190
1471.03,3190,47534511,44440333,9746,75
896.031,1411356,1709928,1411356,2175755,1077284
39.749,62472,1709928,62472,45870,34913
108.738,157804,1709928,157804,22241,22223
45.699,47322,1709928,47322,2999,2999
1452.8,2999,47556734,44460797,6068,0
823.656,1033737,1411356,1411356,1289628,907052
173.33,62472,1033737,62472,201577,149848
279.931,157804,1033737,157804,245015,244975
46.653,47322,1033737,47322,3435,3435
1475.62,3429,47801709,44700337,11441,12
756.597,994675,1411356,1411356,1343755,926825
43.762,62476,994675,62476,66707,48750
125.177,157804,994675,157804,35059,35046
48.355,47322,994675,47322,4556,4556
1470.02,4556,47836755,44732222,14414,0
805.521,908020,1411356,1411356,1367291,1091153
39.925,62476,908020,62476,68804,34135
174.244,157804,908020,157804,142436,142420
51.174,47322,908020,47322,4976,4976
1491.86,4976,47979175,44871688,15853,0
732.019,1039785,1411356,1411356,1328055,1011275
42.169,62476,1039785,62476,57194,46121
157.635,157804,1039785,157804,45939,45924
49.562,47322,1039785,47322,4372,4357
1513.54,4357,48025099,44912983,12889,6
821.625,961614,1411356,1411356,1579414,1294134
45.138,62478,961614,62478,75288,59929
151.224,157804,961614,157804,54421,54411
54.355,47322,961614,47322,8639,8636
1493.73,8636,48079510,44963344,35166,0
826.314,1224339,1411356,1411356,1657444,1314103
43.497,62478,1224339,62478,50133,38414
169.363,157804,1224339,157804,83967,83901
54.798,47322,1224339,47322,8632,8632
1496.53,8632,48163411,45040301,26844,0
825.009,1114993,1411356,1411356,1672063,1283669
47.582,62478,1114993,62478,57485,47241
204.552,157804,1114993,157804,119675,119591
63.326,47322,1114993,47322,17112,17112
1524.49,17112,48283002,45154586,54247,0
841.283,1208135,1411356,1411356,1697429,1381067
46.708,62478,1208135,62478,59239,44717
177.661,157804,1208135,157804,109459,109396
61.222,47322,1208135,47322,15740,15740
1525.06,15740,48392398,45255804,50420,0
814.728,1273092,1411356,1411356,1635285,1214137
50.922,62478,1273092,62478,66969,55789
220.304,157804,1273092,157804,139555,139401
69.694,47322,1273092,47322,20931,20931
1522.18,20931,48531799,45386539,55539,0
793.736,1091579,1411356,1411356,1412774,1094690
44.336,62478,1091579,62478,53394,43755
184.197,157804,1091579,157804,90081,89907
68.327,47322,1091579,47322,24739,24739
1529.13,24739,48621706,45469810,62889,0
782.241,1026984,1411356,1411356,1466196,1092254
61.859,62478,1026984,62478,101351,91839
205.096,157804,1026984,157804,148778,148252
68.982,47322,1026984,47322,21905,21905
1517.67,21905,48769958,45613219,87195,0
716.949,1030091,1411356,1411356,1262239,903783
42.187,62478,1030091,62478,46838,33026
190.136,157804,1030091,157804,101527,101011
61.906,47322,1030091,47322,19031,19031
1530.76,19031,48870969,45710986,67828,0
717.139,823239,1411356,1411356,1229801,922806
43.323,62478,823239,62478,49125,38046
200.145,157804,823239,157804,126172,126025
71.077,47322,823239,47322,32697,32697
1523.11,32697,48996994,45826291,107482,0
679.981,867883,1411356,1411356,1151868,775749
45.719,62478,867883,62478,42757,34393
177.463,157804,867883,157804,86762,86711
59.589,47322,867883,47322,16438,16438
1520.83,16438,49083705,45909627,64189,0
